"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","location/lat","location/lng","neighborhood","permanentlyClosed","placeId","postalCode","price","rank","reviewsCount","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url"
"Kastani tn 42, 50410 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","9639794764849194389","Tartu","EE","0x46eb3721e2258a0f:0x85c76e43ca81a595",,"https://lh5.googleusercontent.com/p/AF1QipNunOQ_OghGTx5gMlzyVO1mT__qSesTXgnc4gJr=w408-h272-k-no","false","58.3705694","26.7162725",,"false","ChIJD4ol4iE360YRlaWBykNux4U","50410","€10–20","4","1999","https://www.google.com/maps/search/places%20to%20eat/@58.36337777572699,26.702527652850666,17z?hl=en","places to eat",,"Kastani tn 42","false","Restoran Aparaat","4.6","https://www.google.com/maps/search/?api=1&query=Restoran%20Aparaat&query_place_id=ChIJD4ol4iE360YRlaWBykNux4U"
"Võru 79, 50112 Tartu, Estonia","Fast food restaurant","Breakfast restaurant",,,,,,"Fast food restaurant","9010828436975171100","Tartu","EE","0x46eb373a19092adf:0x7d0ce4b8d5e4b61c",,"https://lh5.googleusercontent.com/p/AF1QipNFm4i-FoTCOilEABw0HWnRbWn9EoAnjdazrl9N=w408-h306-k-no","false","58.3565597","26.7208972",,"false","ChIJ3yoJGTo360YRHLbk1bjkDH0","50112","€1–10","10","1374","https://www.google.com/maps/search/places%20to%20eat/@58.36337777572699,26.702527652850666,17z?hl=en","places to eat",,"Võru 79","false","Fasters Eesti OÜ","4.1","https://www.google.com/maps/search/?api=1&query=Fasters%20Eesti%20O%C3%9C&query_place_id=ChIJ3yoJGTo360YRHLbk1bjkDH0"
"Aardla 27, 50110 Tartu, Estonia","Pizza restaurant",,,,,,,"Pizza restaurant","1355668337724146023","Tartu","EE","0x46eb370da6d83fe9:0x12d04d2ba74ac167",,"https://lh5.googleusercontent.com/p/AF1QipMLeVM2OtIWq-cR0acQdz8cWvuN1mvZVbX7uhg=w408-h544-k-no","false","58.3550856","26.7123669",,"false","ChIJ6T_Ypg0360YRZ8FKpytN0BI","50110","€1–10","12","25","https://www.google.com/maps/search/places%20to%20eat/@58.36337777572699,26.702527652850666,17z?hl=en","places to eat",,"Aardla 27","false","Aardla Pizzakeskus","4.6","https://www.google.com/maps/search/?api=1&query=Aardla%20Pizzakeskus&query_place_id=ChIJ6T_Ypg0360YRZ8FKpytN0BI"
"Vaksali tn 17a, 50410 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","1634215582476980923","Tartu","EE","0x46eb37ee358f140b:0x16ade669eff2d2bb",,"https://lh5.googleusercontent.com/p/AF1QipP34EhBkiPQKKgZ7nMCiuaWMNQeigT3opHs0kQd=w408-h544-k-no","false","58.3728471","26.7096023",,"false","ChIJCxSPNe4360YRu9Ly72nmrRY","50410","€1–10","17","73","https://www.google.com/maps/search/places%20to%20eat/@58.36337777572699,26.702527652850666,17z?hl=en","places to eat",,"Vaksali tn 17a","false","Kohvik Vaksali","4.7","https://www.google.com/maps/search/?api=1&query=Kohvik%20Vaksali&query_place_id=ChIJCxSPNe4360YRu9Ly72nmrRY"
"Võru 132a, 50111 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","3768721461303956309","Tartu","EE","0x46eb377a3c55bd1f:0x344d30339669d355",,"https://lh5.googleusercontent.com/p/AF1QipMBNyHlgmea8B7EdQr-dZmPXodOmviCZyFvpDXc=w408-h306-k-no","false","58.3644646","26.7217919",,"false","ChIJH71VPHo360YRVdNpljMwTTQ","50111","€10–20","18","232","https://www.google.com/maps/search/places%20to%20eat/@58.36337777572699,26.702527652850666,17z?hl=en","places to eat",,"Võru 132a","false","Yellow Chilli restoran","4.5","https://www.google.com/maps/search/?api=1&query=Yellow%20Chilli%20restoran&query_place_id=ChIJH71VPHo360YRVdNpljMwTTQ"
"Kastani tn 42, 50410 Tartu, Estonia","Vegan restaurant",,,,,,,"Vegan restaurant","10344168158775885606","Tartu","EE","0x46eb37b1db0365ff:0x8f8dde2278be3f26",,"https://lh5.googleusercontent.com/p/AF1QipMoDof8kTscfEkUcpvtt9RJbnijCmgFGrk-Nnl3=w408-h611-k-no","false","58.3706676","26.716103",,"false","ChIJ_2UD27E360YRJj--eCLejY8","50410","€10–20","19","128","https://www.google.com/maps/search/places%20to%20eat/@58.36337777572699,26.702527652850666,17z?hl=en","places to eat",,"Kastani tn 42","false","Veg Machine Tartu","4.8","https://www.google.com/maps/search/?api=1&query=Veg%20Machine%20Tartu&query_place_id=ChIJ_2UD27E360YRJj--eCLejY8"
"Ülikooli 20, 51007 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","18436339622508041327","Tartu","EE","0x46eb36e6d29fe33f:0xffdb0934ee0d146f",,"https://lh5.googleusercontent.com/p/AF1QipOS8A8qB9IJLo0MqgVy6GWiS6xtpnsymJV0WN75=w408-h306-k-no","false","58.3816246","26.7199762",,"false","ChIJP-Of0uY260YRbxQN7jQJ2_8","51007","€1–10","5","339","https://www.google.com/maps/search/places%20to%20eat/@58.39038455398217,26.72825367897867,17z?hl=en","places to eat",,"Ülikooli 20","false","Ülikooli Kohvik / DRINKGELD","4.6","https://www.google.com/maps/search/?api=1&query=%C3%9Clikooli%20Kohvik%20%2F%20DRINKGELD&query_place_id=ChIJP-Of0uY260YRbxQN7jQJ2_8"
"Küüni tn 2, 51004 Tartu, Estonia","Irish pub",,,,,,,"Irish pub","9820809524081083315","Tartu","EE","0x46eb36e0cc1a4ef9:0x884a863ab1a043b3",,"https://lh5.googleusercontent.com/p/AF1QipMHhLeOOdOpyrTd30oSKNlopXygPKcig3boiR9U=w408-h544-k-no","false","58.37989","26.7232751",,"false","ChIJ-U4azOA260YRs0OgsTqGSog","51004","€10–20","18","2715","https://www.google.com/maps/search/places%20to%20eat/@58.39038455398217,26.72825367897867,17z?hl=en","places to eat",,"Küüni tn 2","false","Pahad Poisid","4.4","https://www.google.com/maps/search/?api=1&query=Pahad%20Poisid&query_place_id=ChIJ-U4azOA260YRs0OgsTqGSog"
"Lutsu tn 3, 51006 Tartu, Estonia","Cafe","Italian Food Shop","Pizza restaurant",,,,,"Cafe","8167481702959092739","Tartu","EE","0x46eb371f5f1f709b:0x7158b955ee611403",,"https://lh5.googleusercontent.com/p/AF1QipPiApmlvffBujJ1khrOdEWEgfFu5k1xV5dSWIHh=w426-h240-k-no","false","58.3821714","26.7185933",,"false","ChIJm3AfXx8360YRAxRh7lW5WHE","51006","€10–20","19","159","https://www.google.com/maps/search/places%20to%20eat/@58.39038455398217,26.72825367897867,17z?hl=en","places to eat",,"Lutsu tn 3","false","MyItaly Toidustuudio","4.8","https://www.google.com/maps/search/?api=1&query=MyItaly%20Toidustuudio&query_place_id=ChIJm3AfXx8360YRAxRh7lW5WHE"
"51004 Tartu, Estonia","Pub",,,,,,,"Pub","6777377352653680005","Tartu","EE","0x46eb36de8c0a9821:0x5e0e14cb4db32d85",,"https://lh5.googleusercontent.com/p/AF1QipOZpwPVUgRHU4Fn236Gl0Gs7Ma6g3CcV0vw6TjC=w408-h306-k-no","false","58.3777738","26.7315522",,"false","ChIJIZgKjN4260YRhS2zTcsUDl4",,"€10–20","13","1026","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.73682902102134,17z?hl=en","places to eat",,,"false","Ränduri pub","4.4","https://www.google.com/maps/search/?api=1&query=R%C3%A4nduri%20pub&query_place_id=ChIJIZgKjN4260YRhS2zTcsUDl4"
"Kalevi tn 13, 51010 Tartu, Estonia","Restaurant","Family restaurant",,,,,,"Restaurant","1555133894570684129","Tartu","EE","0x46eb36df10ed66cd:0x1594f209a40e2ee1",,"https://lh5.googleusercontent.com/p/AF1QipOSqOOuJ6b4nyXpBwK6RI2Nv8WSt5RFbM417oND=w408-h408-k-no","false","58.3746643","26.7286911",,"false","ChIJzWbtEN8260YR4S4OpAnylBU","51010","€20–30","16","648","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.73682902102134,17z?hl=en","places to eat",,"Kalevi tn 13","false","Restoran Spargel","4.7","https://www.google.com/maps/search/?api=1&query=Restoran%20Spargel&query_place_id=ChIJzWbtEN8260YR4S4OpAnylBU"
"Riia tn 2, 51004 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","7467529479229017345","Tartu","EE","0x46eb36de5f7717ef:0x67a1fe7f27340d01",,"https://lh5.googleusercontent.com/p/AF1QipPfA8_Hajkc3ti4yWO0mDbGXZGtWPAcYXc_cZ9T=w408-h306-k-no","false","58.3771351","26.7293075",,"false","ChIJ7xd3X94260YRAQ00J3_-oWc","51004","€10–20","17","330","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.73682902102134,17z?hl=en","places to eat",,"Riia tn 2","false","CHI Restoran & Take Away","4","https://www.google.com/maps/search/?api=1&query=CHI%20Restoran%20%26%20Take%20Away&query_place_id=ChIJ7xd3X94260YRAQ00J3_-oWc"
"Turu 2, 51014 Tartu, Estonia","Sushi restaurant",,,,,,,"Sushi restaurant","15976123074868236307","Tartu","EE","0x46eb36de8f30aa61:0xddb6974a9d715013",,"https://lh5.googleusercontent.com/p/AF1QipOEJJBeNud70_nf160D92K4hGq2PD2Kp7AhIeDU=w408-h306-k-no","false","58.3776731","26.7305032",,"false","ChIJYaowj94260YRE1BxnUqXtt0","51014","££","25","348","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.73682902102134,17z?hl=en","places to eat",,"Turu 2","false","Yakuza Sushi Bar","4.4","https://www.google.com/maps/search/?api=1&query=Yakuza%20Sushi%20Bar&query_place_id=ChIJYaowj94260YRE1BxnUqXtt0"
"Ringtee 75, 50501 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","2853270231281908613","Tartu","EE","0x46eb3772ea3cf89f:0x2798da2877c13b85",,"https://lh5.googleusercontent.com/p/AF1QipO_k_mkjmN4oBmG2yDKvvK6K0q2PJV70AUVYpY=w408-h544-k-no","false","58.3583889","26.6758445",,"false","ChIJn_g86nI360YRhTvBdyjamCc","50501","€1–20","5","109","https://www.google.com/maps/search/places%20to%20eat/@58.35887664601779,26.68537696876533,17z?hl=en","places to eat",,"Ringtee 75","false","Kohvik Nobel","4.5","https://www.google.com/maps/search/?api=1&query=Kohvik%20Nobel&query_place_id=ChIJn_g86nI360YRhTvBdyjamCc"
"Ringtee 75, 50501 Tartu, Estonia","Pizza Takeout","Pizza restaurant",,,,,,"Pizza Takeout","5759587202805120938","Tartu","EE","0x46eb3772a29291dd:0x4fee2a0b9c15bfaa",,"https://lh5.googleusercontent.com/p/AF1QipP-sF-rEkF_o89hTbFVeru1BgZCpVGNnkYYh_xC=w426-h240-k-no","false","58.358068","26.676483",,"false","ChIJ3ZGSonI360YRqr8VnAsq7k8","50501","€10–20","12","169","https://www.google.com/maps/search/places%20to%20eat/@58.35887664601779,26.68537696876533,17z?hl=en","places to eat",,"Ringtee 75","false","Tartu Lõuna Pizzakiosk","4.3","https://www.google.com/maps/search/?api=1&query=Tartu%20L%C3%B5una%20Pizzakiosk&query_place_id=ChIJ3ZGSonI360YRqr8VnAsq7k8"
"Võru 2, 51010 Tartu, Estonia","Fast food restaurant",,,,,,,"Fast food restaurant","16785066481940763709","Tartu","EE","0x46eb3735dc7c05f1:0xe8f08908c365143d",,"https://lh5.googleusercontent.com/p/AF1QipMxK1M4yNO2x-jVGtfRF5VA3k-c7d4kM2v_z1-y=w408-h306-k-no","false","58.3738677","26.7233444",,"false","ChIJ8QV83DU360YRPRRlwwiJ8Og","51010",,"16","76","https://www.google.com/maps/search/places%20to%20eat/@58.38138229456378,26.745404363064008,17z?hl=en","places to eat",,"Võru 2","false","Cayenne Chilli","4.7","https://www.google.com/maps/search/?api=1&query=Cayenne%20Chilli&query_place_id=ChIJ8QV83DU360YRPRRlwwiJ8Og"
"Näituse tn 7, 50409 Tartu, Estonia","Asian restaurant",,,,,,,"Asian restaurant","4351286779101998164","Tartu","EE","0x46eb36e28b20bced:0x3c62e045803a6c54",,"https://lh5.googleusercontent.com/p/AF1QipPoUtllg4CgSss_9r5ceOY8z1wO6jFO2wxnddGj=w460-h240-k-no","false","58.3789722","26.7078511",,"false","ChIJ7bwgi-I260YRVGw6gEXgYjw","50409","€10–20","14","383","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.693952310807997,17z?hl=en","places to eat",,"Näituse tn 7","false","Restoran Red Chilli","4.2","https://www.google.com/maps/search/?api=1&query=Restoran%20Red%20Chilli&query_place_id=ChIJ7bwgi-I260YRVGw6gEXgYjw"
"Ülikooli 15, 51003 Tartu, Estonia","Restaurant","Hotel",,,,,,"Restaurant","18267870385679109800","Tartu","EE","0x46eb36e6d29fa885:0xfd84835415480ea8",,"https://lh5.googleusercontent.com/p/AF1QipPk7HabqYJ4xufUNkQNx2XxU8I19R1L_nR6VhFW=w408-h272-k-no","false","58.3811419","26.7207277",,"false","ChIJhaif0uY260YRqA5IFVSDhP0","51003","$104","7","334","https://www.google.com/maps/search/places%20to%20eat/@58.385883424272976,26.711102994893334,17z?hl=en","places to eat",,"Ülikooli 15","false","Antonius Hotel","4.8","https://www.google.com/maps/search/?api=1&query=Antonius%20Hotel&query_place_id=ChIJhaif0uY260YRqA5IFVSDhP0"
"Ülikooli 5, 51003 Tartu, Estonia","Sushi restaurant",,,,,,,"Sushi restaurant","17322532934361659544","Tartu","EE","0x46eb36e420ba9bdd:0xf065ffecd2a1b898",,"https://lh5.googleusercontent.com/p/AF1QipN5qR5XwH8KKtJVmmG6S60Yvq-MhOAz93-asvqC=w426-h240-k-no","false","58.3793423","26.7225021",,"false","ChIJ3Zu6IOQ260YRmLih0uz_ZfA","51003","$$","20","467","https://www.google.com/maps/search/places%20to%20eat/@58.39488568369137,26.67680162672266,17z?hl=en","places to eat",,"Ülikooli 5","false","Tokyo sushibaar","4.5","https://www.google.com/maps/search/?api=1&query=Tokyo%20sushibaar&query_place_id=ChIJ3Zu6IOQ260YRmLih0uz_ZfA"
"Väike-Tähe 20, 51010 Tartu, Estonia","Kebab shop","Fast food restaurant","Restaurant",,,,,"Kebab shop","2664623317165612413","Tartu","EE","0x46eb37b98e02f66f:0x24faa4ca07e11d7d",,"https://lh5.googleusercontent.com/p/AF1QipNFaHK5HbOP3xyzfst8Z_PUbtEkzRik4ESS9wUC=w426-h240-k-no","false","58.3722619","26.7204367",,"false","ChIJb_YCjrk360YRfR3hB8qk-iQ","51010","€1–10","15","619","https://www.google.com/maps/search/places%20to%20eat/@58.37238003514538,26.711102994893334,17z?hl=en","places to eat",,"Väike-Tähe 20","false","KEBAB STOP","4.6","https://www.google.com/maps/search/?api=1&query=KEBAB%20STOP&query_place_id=ChIJb_YCjrk360YRfR3hB8qk-iQ"
"Vanemuise tn 26, 51003 Tartu, Estonia","Pizza restaurant",,,,,,,"Pizza restaurant","13508951079370450247","Tartu","EE","0x46eb36e0062ae249:0xbb796f6ee6016547",,"https://lh5.googleusercontent.com/p/AF1QipN2bOGk94hs5O-eAmaa0eRtd0f5cW286chsjG-b=w426-h240-k-no","false","58.3753344","26.7205675",,"false","ChIJSeIqBuA260YRR2UB5m5vebs","51003","€1–10","19","747","https://www.google.com/maps/search/places%20to%20eat/@58.37238003514538,26.711102994893334,17z?hl=en","places to eat",,"Vanemuise tn 26","false","Opera Pizza","4.5","https://www.google.com/maps/search/?api=1&query=Opera%20Pizza&query_place_id=ChIJSeIqBuA260YRR2UB5m5vebs"
"Võru 2, 51010 Tartu, Estonia","Kebab shop",,,,,,,"Kebab shop","8285565183524133850","Tartu","EE","0x46eb37cec5363b2f:0x72fc3da2b74cdbda",,"http://t2.gstatic.com/images?q=tbn:ANd9GcTUlAZssHamQRjmqLrWjNarKATHbYJhPvnGnqLYrGZ-f7aS1BBz","false","58.3738677","26.7233444",,"false","ChIJLzs2xc4360YR2ttMt6I9_HI","51010","€1–10","6","340","https://www.google.com/maps/search/places%20to%20eat/@58.37238003514538,26.719678336936003,17z?hl=en","places to eat",,"Võru 2","false","HAS KEBAB","4.7","https://www.google.com/maps/search/?api=1&query=HAS%20KEBAB&query_place_id=ChIJLzs2xc4360YR2ttMt6I9_HI"
"Riia tn 7, 51010 Tartu, Estonia","Pizza restaurant",,,,,,,"Pizza restaurant","4202997248256052515","Tartu","EE","0x46eb36df94db7cc9:0x3a540bba963f0d23",,"https://lh5.googleusercontent.com/p/AF1QipMOrxEPreQMfCrcowO-F0jw5PMUltax1u1q4wZe=w426-h240-k-no","false","58.3750158","26.7240487",,"false","ChIJyXzblN8260YRIw0_lroLVDo","51010","€1–10","14","252","https://www.google.com/maps/search/places%20to%20eat/@58.37238003514538,26.719678336936003,17z?hl=en","places to eat",,"Riia tn 7","false","Pappa Pizza","4.4","https://www.google.com/maps/search/?api=1&query=Pappa%20Pizza&query_place_id=ChIJyXzblN8260YRIw0_lroLVDo"
"Kalevi tn 1, 51010 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","18336319589809585014","Tartu","EE","0x46eb36dfb2c82953:0xfe77b18456a2fb76",,"https://lh5.googleusercontent.com/p/AF1QipNKrNPEMIpqm3mWNISm_GySFO86iedQBtQwIZoD=w408-h306-k-no","false","58.3759666","26.7263737",,"false","ChIJUynIst8260YRdvuiVoSxd_4","51010","€1–10","17","105","https://www.google.com/maps/search/places%20to%20eat/@58.37238003514538,26.719678336936003,17z?hl=en","places to eat",,"Kalevi tn 1","true","Kohtu kohvik OÜ","4.5","https://www.google.com/maps/search/?api=1&query=Kohtu%20kohvik%20O%C3%9C&query_place_id=ChIJUynIst8260YRdvuiVoSxd_4"
"Vallikraavi tn 6, 51003 Tartu, Estonia","Pizza restaurant",,,,,,,"Pizza restaurant","2840884431165266888","Tartu","EE","0x46eb3735475e4f0f:0x276cd956a78b1bc8",,"https://lh5.googleusercontent.com/p/AF1QipPtC0COSbn4-EzFzRWz9pi4HKgidhe3NTJjRy29=w408-h306-k-no","false","58.3778593","26.7215949",,"false","ChIJD09eRzU360YRyBuLp1bZbCc","51003","££","31","238","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.72825367897867,17z?hl=en","places to eat",,"Vallikraavi tn 6","false","Ihamaru Pizza & Käbliku Brewery Taproom","4.8","https://www.google.com/maps/search/?api=1&query=Ihamaru%20Pizza%20%26%20K%C3%A4bliku%20Brewery%20Taproom&query_place_id=ChIJD09eRzU360YRyBuLp1bZbCc"
"Küüni tn 7, 51004 Tartu, Estonia","Pub",,,,,,,"Pub","12698054318879066347","Tartu","EE","0x46eb370999aefc81:0xb0388d203766c8eb",,"https://lh5.googleusercontent.com/p/AF1QipOa5VpRV6anLPGylyDSRk1GDWQo8OxWgSUPzRjn=w408-h306-k-no","false","58.3783342","26.7248423",,"false","ChIJgfyumQk360YR68hmNyCNOLA","51004","££","33","492","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.72825367897867,17z?hl=en","places to eat",,"Küüni tn 7","false","Chaplin pubi","4.5","https://www.google.com/maps/search/?api=1&query=Chaplin%20pubi&query_place_id=ChIJgfyumQk360YR68hmNyCNOLA"
"Vabaduse pst 1, 51013 Tartu, Estonia","Kebab Shop",,,,,,,"Kebab Shop","4598115502554443410","Tartu","EE","0x46eb37dd4aa072dd:0x3fcfc9b00df96e92",,"https://lh5.googleusercontent.com/p/AF1QipOppFiuq7FHFTzUVzJK9uzBx__kmT6wTYD9MzT3=w416-h240-k-no","false","58.3783794","26.7287343",,"false","ChIJ3XKgSt0360YRkm75DbDJzz8","51013",,"34","53","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.72825367897867,17z?hl=en","places to eat",,"Vabaduse pst 1","false","KEBAB CORNER","4.6","https://www.google.com/maps/search/?api=1&query=KEBAB%20CORNER&query_place_id=ChIJ3XKgSt0360YRkm75DbDJzz8"
"Riia tn 1a, 51004 Tartu, Estonia","Japanese restaurant",,,,,,,"Japanese restaurant","14979849059915355260","Tartu","EE","0x46eb36de6b000001:0xcfe31d5a7539547c",,"https://lh5.googleusercontent.com/p/AF1QipMQkT3QaFe3YHik7Of8KATVJZ-CyADQ88M7ip4B=w425-h240-k-no","false","58.3779036","26.7274476",,"false","ChIJAQAAa94260YRfFQ5dVod488","51004","££","35","441","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.72825367897867,17z?hl=en","places to eat",,"Riia tn 1a","false","Tokumaru Tartu Kaubamaja","4.5","https://www.google.com/maps/search/?api=1&query=Tokumaru%20Tartu%20Kaubamaja&query_place_id=ChIJAQAAa94260YRfFQ5dVod488"
"Vabaduse pst 1, 51004 Tartu, Estonia","Coffee stand","Fast food restaurant",,,,,,"Coffee stand","12248195116826600571","Tartu","EE","0x46eb36e6debb6ef7:0xa9fa5490a61fa47b",,"https://lh5.googleusercontent.com/p/AF1QipP7QN10KPB9BLp97fsZB0LpF0A9qWnDT156qKg=w426-h240-k-no","false","58.3787003","26.7285813",,"false","ChIJ92673uY260YRe6QfppBU-qk","51004","££","38","927","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.72825367897867,17z?hl=en","places to eat",,"Vabaduse pst 1","true","Sheriff Saloon","4.4","https://www.google.com/maps/search/?api=1&query=Sheriff%20Saloon&query_place_id=ChIJ92673uY260YRe6QfppBU-qk"
"Küüni tn 5b, 51004 Tartu, Estland","Café",,,,,,,"Café","17598346314222915035","Tartu","EE","0x46eb36e0a14c56b7:0xf439e2bb958fcddb",,"https://lh5.googleusercontent.com/p/AF1QipM5zbTDb9eE3Kmd1Nv1BpmL-HgAXdIhngdefFea=w408-h905-k-no","false","58.3786778","26.7242778",,"false","ChIJt1ZMoeA260YR282PlbviOfQ","51004","€€","21","320","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.719678336936003,17z?hl=en","places to eat",,"Küüni tn 5b","false","Caffeine EE","4.6","https://www.google.com/maps/search/?api=1&query=Caffeine%20EE&query_place_id=ChIJt1ZMoeA260YR282PlbviOfQ"
"Riia tn 1, 51004 Tartu, Estland","Café",,,,,,,"Café","10117585320035735158","Tartu","EE","0x46eb36de6b171ec1:0x8c68e23e496fd676",,"https://lh5.googleusercontent.com/p/AF1QipPFf7gbZkIPKhFcj1LwyYPWykhdeNpbpCRtUmQr=w408-h544-k-no","false","58.3778643","26.7266237",,"false","ChIJwR4Xa94260YRdtZvST7iaIw","51004","€€","24","928","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.719678336936003,17z?hl=en","places to eat",,"Riia tn 1","false","Gustav Gastro Cafe","4.5","https://www.google.com/maps/search/?api=1&query=Gustav%20Gastro%20Cafe&query_place_id=ChIJwR4Xa94260YRdtZvST7iaIw"
"Vallikraavi tn 23, 51003 Tartu, Estonia","Bar",,,,,,,"Bar","3836771174180990839","Tartu","EE","0x46eb377a689ae377:0x353ef30e09842f77",,"https://lh5.googleusercontent.com/p/AF1QipO7f5cnn5vWWF-51WOrviOrUHimH0XtnILwHIM5=w408-h544-k-no","false","58.3778028","26.7149731",,"false","ChIJd-OaaHo360YRdy-ECQ7zPjU","51003",,"22","123","https://www.google.com/maps/search/places%20to%20eat/@58.37688116485458,26.711102994893334,17z?hl=en","places to eat",,"Vallikraavi tn 23","false","ULA baar","4.9","https://www.google.com/maps/search/?api=1&query=ULA%20baar&query_place_id=ChIJd-OaaHo360YRdy-ECQ7zPjU"
"Narva mnt 18, 51009 Tartu, Estonia","Academic department","Computer training school","Public university",,,,,"Academic department","14980234455867962437","Tartu","EE","0x46eb36e2240bd30d:0xcfe47bde7213b445",,"https://lh5.googleusercontent.com/p/AF1QipNUDvi4F9Hj-M_J5DxIGTzNJLwf9jajejxRTggS=w408-h302-k-no","false","58.3854301","26.7247358",,"false","ChIJDdMLJOI260YRRbQTct575M8","51009",,"21","95","https://www.google.com/maps/search/places%20to%20eat/@58.385883424272976,26.719678336936003,17z?hl=en","places to eat",,"Narva mnt 18","false","Institute of Computer Science of University of Tartu","4.9","https://www.google.com/maps/search/?api=1&query=Institute%20of%20Computer%20Science%20of%20University%20of%20Tartu&query_place_id=ChIJDdMLJOI260YRRbQTct575M8"
"Ülikooli 7, 51003 Tartu, Estonia","Diner","Bistro","Restaurant",,,,,"Diner","13342255827502809603","Tartu","EE","0x46eb36e0cf6b7279:0xb92936fc1cb0c203",,"https://lh5.googleusercontent.com/p/AF1QipOWTAeFNNvWTIOaZAnf0sGf47Gnc2vySOpwp5IT=w426-h240-k-no","false","58.3795694","26.7223083",,"true","ChIJeXJrz-A260YRA8KwHPw2Kbk","51003","$$","4","732","https://www.google.com/maps/search/places%20to%20eat/@58.37238003514538,26.77970573123468,17z?hl=en","places to eat",,"Ülikooli 7","false","Pepe's Bistro & Social Club","4.5","https://www.google.com/maps/search/?api=1&query=Pepe's%20Bistro%20%26%20Social%20Club&query_place_id=ChIJeXJrz-A260YRA8KwHPw2Kbk"
"Tähe 29, 50108 Tartu, Estonia","Bar",,,,,,,"Bar","13509073908983433011","Tartu","EE","0x46eb3726d713aee3:0xbb79df2565748733",,"https://lh5.googleusercontent.com/p/AF1QipOxVWRoKpeOaHX5VeGnQHnm8pXRefdQ6SN6UsNE=w408-h271-k-no","false","58.3697156","26.7276781",,"false","ChIJ464T1yY360YRM4d0ZSXfebs","50108","$$","22","610","https://www.google.com/maps/search/places%20to%20eat/@58.367878905436186,26.72825367897867,17z?hl=en","places to eat",,"Tähe 29","false","Barlova","4.7","https://www.google.com/maps/search/?api=1&query=Barlova&query_place_id=ChIJ464T1yY360YRM4d0ZSXfebs"
"Ülikooli 15, 51003 Tartu, Estonia","Restaurant","Hotel",,,,,,"Restaurant","18267870385679109800","Tartu","EE","0x46eb36e6d29fa885:0xfd84835415480ea8",,"https://lh5.googleusercontent.com/p/AF1QipPk7HabqYJ4xufUNkQNx2XxU8I19R1L_nR6VhFW=w408-h272-k-no","false","58.3811419","26.7207277",,"false","ChIJhaif0uY260YRqA5IFVSDhP0","51003","$104","15","334","https://www.google.com/maps/search/places%20to%20eat/@58.38138229456378,26.762555047149345,17z?hl=en","places to eat",,"Ülikooli 15","false","Antonius Hotel","4.8","https://www.google.com/maps/search/?api=1&query=Antonius%20Hotel&query_place_id=ChIJhaif0uY260YRqA5IFVSDhP0"
"Raekoja plats 10, 51004 Tartu, Estonia","Pub",,,,,,,"Pub","16154078957768279843","Tartu","EE","0x46eb374790861ef5:0xe02ed1395f640723",,"https://lh5.googleusercontent.com/p/AF1QipNWYko9As8CFnx3bIVsmo1N-ZkALffjYiAJN24=w408-h312-k-no","false","58.3804999","26.7229028",,"false","ChIJ9R6GkEc360YRIwdkXznRLuA","51004","$$","37","553","https://www.google.com/maps/search/places%20to%20eat/@58.38138229456378,26.719678336936003,17z?hl=en","places to eat",,"Raekoja plats 10","false","The Irish Embassy Pub Tartu","4.2","https://www.google.com/maps/search/?api=1&query=The%20Irish%20Embassy%20Pub%20Tartu&query_place_id=ChIJ9R6GkEc360YRIwdkXznRLuA"
"Raekoja plats 16, 51004 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","6736333562839295052","Tartu","EE","0x46eb36e7344642f9:0x5d7c43af4d93e44c",,"https://lh5.googleusercontent.com/p/AF1QipMliqMxQhApXItS5EAuYqLr-ZjK_QRsPDJBx11N=w408-h306-k-no","false","58.3805556","26.7238889",,"false","ChIJ-UJGNOc260YRTOSTTa9DfF0","51004","$$","38","846","https://www.google.com/maps/search/places%20to%20eat/@58.38138229456378,26.719678336936003,17z?hl=en","places to eat",,"Raekoja plats 16","false","Truffe","4.2","https://www.google.com/maps/search/?api=1&query=Truffe&query_place_id=ChIJ-UJGNOc260YRTOSTTa9DfF0"
