"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","location/lat","location/lng","neighborhood","permanentlyClosed","placeId","postalCode","price","rank","reviewsCount","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url"
"Turu 37, 50106 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","1761466600769601975","Tartu","EE","0x46eb37b41fe9911d:0x1871fc8a6e9641b7",,"https://lh5.googleusercontent.com/p/AF1QipOZVRXMxIjZ34GBqG6aFpcqjtYx6Q0g9FLEneyz=w408-h272-k-no","false","58.3606491","26.7399101",,"false","ChIJHZHpH7Q360YRt0GWbor8cRg","50106","€1–10","1","109","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Turu 37","false","KEBAB STOP TURU","4.7","https://www.google.com/maps/search/?api=1&query=KEBAB%20STOP%20TURU&query_place_id=ChIJHZHpH7Q360YRt0GWbor8cRg"
"Turu 37, 50106 Tartu, Estonia","Asian restaurant",,,,,,,"Asian restaurant","6874302285362970043","Tartu","EE","0x46eb379dcfc7236f:0x5f666d81c5b73dbb",,"https://lh5.googleusercontent.com/p/AF1QipND4bXcBDdzxDZ4yOOAfZq-3--4BqtInR05PLJk=w426-h240-k-no","false","58.3605944","26.7395558",,"false","ChIJbyPHz50360YRuz23xYFtZl8","50106","€10–20","2","100","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Turu 37","false","WOK STOP","4.4","https://www.google.com/maps/search/?api=1&query=WOK%20STOP&query_place_id=ChIJbyPHz50360YRuz23xYFtZl8"
"Ülikooli 11, 51003 Tartu, Estonia","Cafe","Breakfast restaurant",,,,,,"Cafe","200465234080970107","Tartu","EE","0x46eb36e12bc5b291:0x2c832117b36357b",,"https://lh5.googleusercontent.com/p/AF1QipOQ7sjR4tjwaZRBhJmsGCN4sPf1uTwaso7GIKn3=w408-h271-k-no","false","58.3805181","26.7209742",,"false","ChIJkbLFK-E260YRezU2exEyyAI","51003","€1–10","1","2251","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Ülikooli 11","false","Cafe-restaurant Werner","4.6","https://www.google.com/maps/search/?api=1&query=Cafe-restaurant%20Werner&query_place_id=ChIJkbLFK-E260YRezU2exEyyAI"
"Turu 34b, 51004 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","16226342949754359373","Tartu","EE","0x46eb378ffa49e5e9:0xe12f8cf123c5ce4d",,"https://lh5.googleusercontent.com/p/AF1QipMrUgk-b85jENUINquECNIZsCPIyoWsgFeXJRDW=w426-h240-k-no","false","58.3558197","26.7416476",,"false","ChIJ6eVJ-o8360YRTc7FI_GML-E","51004","€1–10","3","37","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Turu 34b","false","Restoran 2Pipart","4.5","https://www.google.com/maps/search/?api=1&query=Restoran%202Pipart&query_place_id=ChIJ6eVJ-o8360YRTc7FI_GML-E"
"Rüütli 7, 51007 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","388988969335625430","Tartu","EE","0x46eb3702000c935d:0x565f7681acb96d6",,"https://lh5.googleusercontent.com/p/AF1QipNyeMVAkXYR24x6bNLY4lHcvcWAr994GuduV3aH=w408-h616-k-no","false","58.380725","26.7222505",,"false","ChIJXZMMAAI360YR1pbLGmj3ZQU","51007","££","2","352","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Rüütli 7","false","Pompei","4.6","https://www.google.com/maps/search/?api=1&query=Pompei&query_place_id=ChIJXZMMAAI360YR1pbLGmj3ZQU"
"Küütri 3, 51007 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","2935878713262264899","Tartu","EE","0x46eb36e6d45d923d:0x28be56227fa0d243",,"https://lh5.googleusercontent.com/p/AF1QipNF8Mlfgn7W-vN23DuYuiL6gJHXNVUJDmXdj2q-=w408-h306-k-no","false","58.380884","26.7214445",,"false","ChIJPZJd1OY260YRQ9KgfyJWvig","51007","£££","3","692","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Küütri 3","false","Chez Andre","4.6","https://www.google.com/maps/search/?api=1&query=Chez%20Andre&query_place_id=ChIJPZJd1OY260YRQ9KgfyJWvig"
"Tähe 21, 51013 Tartu, Estonia","Restaurant","Chicken restaurant","Chicken shop","Wine bar",,,,"Restaurant","4249055875746479534","Tartu","EE","0x46eb37d5a8cd8b87:0x3af7adce78a7bdae",,"https://lh5.googleusercontent.com/p/AF1QipNdsuIwxfRedAI73Y8UOGbRr5UVnXJ_KDT1VD2x=w408-h306-k-no","false","58.3699873","26.7274364",,"false","ChIJh4vNqNU360YRrr2neM6t9zo","51013","€10–20","4","164","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Tähe 21","false","NOKK","4.8","https://www.google.com/maps/search/?api=1&query=NOKK&query_place_id=ChIJh4vNqNU360YRrr2neM6t9zo"
"Ülikooli 14, 51003 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","8016319505237579170","Tartu","EE","0x46eb36e0c4ee94b1:0x6f3fb01e23b895a2",,"https://lh5.googleusercontent.com/p/AF1QipP--BYrNGdpufYWZo32TzpCJtYPJ1wP6ZmfsvAM=w408-h306-k-no","false","58.3795318","26.7217236",,"false","ChIJsZTuxOA260YRopW4Ix6wP28","51003",,"4","308","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Ülikooli 14","false","Restoran Hõlm","4.8","https://www.google.com/maps/search/?api=1&query=Restoran%20H%C3%B5lm&query_place_id=ChIJsZTuxOA260YRopW4Ix6wP28"
"Tähe 29, 50103 Tartu, Estonia","Pizza restaurant","Bar",,,,,,"Pizza restaurant","9231264317978017095","Tartu","EE","0x46eb3700290ab82f:0x801c09fce4d17d47",,"https://lh5.googleusercontent.com/p/AF1QipNALdAFSDUFtzRTFQAO5sld7K_RJ4U4R0XXapS7=w408-h306-k-no","false","58.3698255","26.7276466",,"false","ChIJL7gKKQA360YRR33R5PwJHIA","50103","€10–20","5","24","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Tähe 29","false","Metsik Pizza","4.8","https://www.google.com/maps/search/?api=1&query=Metsik%20Pizza&query_place_id=ChIJL7gKKQA360YRR33R5PwJHIA"
"Kalda tee 1c, 50703 Tartu, Estonia","American restaurant","Amusement Centre","Bowling club","Events Venue","Cinema","Snooker and Pool Club","Sports bar","American restaurant","1456000768042059875","Tartu","EE","0x46eb3702cedb71b3:0x1434c0fbfbd7c863",,"https://lh5.googleusercontent.com/p/AF1QipNKZb6GzuldUx5HFPSbpYn9VhvlBAhuIRHzK_Cb=w408-h272-k-no","false","58.3729966","26.7503444",,"false","ChIJs3HbzgI360YRY8jX-_vANBQ","50703","€10–20","6","749","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Kalda tee 1c","false","O'Learys Eeden","4.1","https://www.google.com/maps/search/?api=1&query=O'Learys%20Eeden&query_place_id=ChIJs3HbzgI360YRY8jX-_vANBQ"
"Lossi 28, 51003 Tartu, Estonia","Restaurant","Pub",,,,,,"Restaurant","14619226841715400487","Tartu","EE","0x46eb36e11be36351:0xcae1ed5b474d5f27",,"https://lh5.googleusercontent.com/p/AF1QipMIbQNyWXcgCSzR5K6bIegwHGFMQavCNhynqz8U=w408-h306-k-no","false","58.37921","26.719074",,"false","ChIJUWPjG-E260YRJ19NR1vt4co","51003","€10–20","5","3394","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Lossi 28","false","Gunpowder Cellar of Tartu","4.4","https://www.google.com/maps/search/?api=1&query=Gunpowder%20Cellar%20of%20Tartu&query_place_id=ChIJUWPjG-E260YRJ19NR1vt4co"
"Aleksandri tn 42, 51004 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","5793025760975554384","Tartu","EE","0x46eb36d804270ea3:0x5064f63ca1a28750",,"https://lh5.googleusercontent.com/p/AF1QipNH5ZipovQEF7wESaqppA8JcCDBhrxPlK1Ne6ts=w408-h271-k-no","false","58.3709004","26.7381912",,"false","ChIJow4nBNg260YRUIeioTz2ZFA","51004","€20–30","7","349","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Aleksandri tn 42","false","Tartu Aleksander","4.5","https://www.google.com/maps/search/?api=1&query=Tartu%20Aleksander&query_place_id=ChIJow4nBNg260YRUIeioTz2ZFA"
"Rüütli 12, 51007 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","13343100892944542390","Tartu","EE","0x46eb36e6dbb1f809:0xb92c37913e282ab6",,"https://lh5.googleusercontent.com/p/AF1QipPwmsKhJMVoyOm6dGje3FgOoc0cJ0-rpN7vQoDt=w426-h240-k-no","false","58.3815493","26.7216158",,"false","ChIJCfix2-Y260YRtiooPpE3LLk","51007","€10–20","6","789","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Rüütli 12","false","Krempel","4.5","https://www.google.com/maps/search/?api=1&query=Krempel&query_place_id=ChIJCfix2-Y260YRtiooPpE3LLk"
"Riia tn 2, 51004 Tartu, Estonia","Restaurant","Cocktail bar","Fusion restaurant",,,,,"Restaurant","10510987328137974862","Tartu","EE","0x46eb36de57e7c3ff:0x91de87490c4bd44e",,"https://lh5.googleusercontent.com/p/AF1QipPyedqRMXXXjmvf9o84dHVPqGxVYcgCBiDgsGby=w408-h306-k-no","false","58.376482","26.7284541",,"false","ChIJ_8PnV94260YRTtRLDEmH3pE","51004","££","7","756","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Riia tn 2","false","JOYCE","4.6","https://www.google.com/maps/search/?api=1&query=JOYCE&query_place_id=ChIJ_8PnV94260YRTtRLDEmH3pE"
"Turu 27a, 50106 Tartu, Estonia","Restaurant","Party shop","Pub","Sauna",,,,"Restaurant","7099878731153228508","Tartu","EE","0x46eb36d8002302ef:0x6287d616d6bd42dc",,"https://lh5.googleusercontent.com/p/AF1QipOQBks8kIjRVMwuR6hQU760SOPLtkxvKIdkfnvA=w408-h272-k-no","false","58.3707297","26.7390966",,"false","ChIJ7wIjANg260YR3EK91hbWh2I","50106","€20–30","8","1342","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Turu 27a","false","Hansa Tall & Hansa Hoov","4.6","https://www.google.com/maps/search/?api=1&query=Hansa%20Tall%20%26%20Hansa%20Hoov&query_place_id=ChIJ7wIjANg260YR3EK91hbWh2I"
"Mõisavahe tn 34c, 50708 Tartu, Estonia","Asian restaurant",,,,,,,"Asian restaurant","2622871455098639620","Tartu","EE","0x46eb313c5cee459f:0x24664fb11caa9504",,"https://lh5.googleusercontent.com/p/AF1QipPoFj2w9te8qo1rG_QucbRWhPuQlbWiX4r3yv-o=w408-h272-k-no","false","58.3720186","26.7801767",,"false","ChIJn0XuXDwx60YRBJWqHLFPZiQ","50708","€1–20","9","10","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Mõisavahe tn 34c","false","Green Chilli Restoran","4.2","https://www.google.com/maps/search/?api=1&query=Green%20Chilli%20Restoran&query_place_id=ChIJn0XuXDwx60YRBJWqHLFPZiQ"
"Ülikooli 15, 51003 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","4554443358913634323","Tartu","EE","0x46eb36e6d1f40a4b:0x3f34a21abdaf2013",,"https://lh5.googleusercontent.com/p/AF1QipOCEb_2Xr0dumzGP9yocir6IslHlU-t393dtrNZ=w408-h272-k-no","false","58.3811433","26.7208484",,"false","ChIJSwr00eY260YREyCvvRqiND8","51003",,"8","91","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Ülikooli 15","false","Antonius Restaurant","4.7","https://www.google.com/maps/search/?api=1&query=Antonius%20Restaurant&query_place_id=ChIJSwr00eY260YREyCvvRqiND8"
"Kalda tee 43, 50707 Tartu, Estonia","Fast food restaurant",,,,,,,"Fast food restaurant","8645412137585659723","Tartu","EE","0x46eb312ba108263b:0x77faac88a5a4cf4b",,"https://lh5.googleusercontent.com/p/AF1QipNOYLHMNykDjEWYtF42kVtyQBwwQjBoh2-sJGku=w408-h306-k-no","false","58.3688259","26.7660724",,"false","ChIJOyYIoSsx60YRS8-kpYis-nc","50707","€1–10","10","757","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Kalda tee 43","false","Sirius Kiirtoit ja Pitsakohvik","4.4","https://www.google.com/maps/search/?api=1&query=Sirius%20Kiirtoit%20ja%20Pitsakohvik&query_place_id=ChIJOyYIoSsx60YRS8-kpYis-nc"
"Vallikraavi tn 4, 51003 Tartu, Estonia","Restaurant","Caterer","Wine bar",,,,,"Restaurant","228353057861027071","Tartu","EE","0x46eb36e097301cdb:0x32b45e5712e44ff",,"https://lh5.googleusercontent.com/p/AF1QipPsezXV11LN3V2dtcpuvUJUncqhoMzpiAxvatWN=w408-h306-k-no","false","58.3781198","26.723041",,"false","ChIJ2xwwl-A260YR_0QuceVFKwM","51003","££","10","861","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Vallikraavi tn 4","false","Vilde Ja Vine","4.6","https://www.google.com/maps/search/?api=1&query=Vilde%20Ja%20Vine&query_place_id=ChIJ2xwwl-A260YR_0QuceVFKwM"
"Kuu 41, 50104 Tartu, Estonia","Pizza restaurant",,,,,,,"Pizza restaurant","18028849271474115802","Tartu","EE","0x46eb36d8f790660d:0xfa3356e4374654da",,"https://lh5.googleusercontent.com/p/AF1QipMRmfFPUQez3EP6v9nqy7Hhwd60S1kSuaGeWdY=w426-h240-k-no","false","58.3668109","26.7386166",,"false","ChIJDWaQ99g260YR2lRGN-RWM_o","50104","€10–20","12","59","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Kuu 41","false","Pizza La Mimosa","4.2","https://www.google.com/maps/search/?api=1&query=Pizza%20La%20Mimosa&query_place_id=ChIJDWaQ99g260YR2lRGN-RWM_o"
"Raekoja plats 20, 51004 Tartu, Estonia","Restaurant",,,,,,,"Restaurant","3317035522492081987","Tartu","EE","0x46eb36e74884c003:0x2e087a3bb97e2743",,"https://lh5.googleusercontent.com/p/AF1QipNG3lY1VMjnmmC3IFOIogAG4gQbrAnow6TI4rFt=w426-h240-k-no","false","58.3807977","26.7246551",,"false","ChIJA8CESOc260YRQyd-uTt6CC4","51004","€10–20","11","1097","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Raekoja plats 20","false","Taverna Pizzeria","4.4","https://www.google.com/maps/search/?api=1&query=Taverna%20Pizzeria&query_place_id=ChIJA8CESOc260YRQyd-uTt6CC4"
"Kalda tee, 50703 Tartu, Estonia","Pancake restaurant",,,,,,,"Pancake restaurant","11433364924922951158","Tartu","EE","0x46eb3792999f1e37:0x9eab78d2997175f6",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iLyvFUbasdsi7SZZSC1I6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=201.42256&pitch=0&thumbfov=100","false","58.3733499","26.7507326",,"false","ChIJNx6fmZI360YR9nVxmdJ4q54","50703",,"13","0","https://www.google.com/maps/search/restaurant/@58.35887664601779,26.762555047149345,17z?hl=en","restaurant",,"Kalda tee","false","Pannkoogi Paradiis",,"https://www.google.com/maps/search/?api=1&query=Pannkoogi%20Paradiis&query_place_id=ChIJNx6fmZI360YR9nVxmdJ4q54"
"Kompanii 10, 51007 Tartu, Estonia","Restaurant","Caterer","Coffee shop","Pizza restaurant",,,,"Restaurant","2997530562913082195","Tartu","EE","0x46eb36e6e01258f5:0x29995e2a55cf9b53",,"https://lh5.googleusercontent.com/p/AF1QipNV9z4XDzV1Pw5EkcPaJNgf6_irOcVcQuAmAMSG=w408-h272-k-no","false","58.3818407","26.7227316",,"false","ChIJ9VgS4OY260YRU5vPVSpemSk","51007","€10–20","12","2930","https://www.google.com/maps/search/restaurant/@58.39938681340057,26.72825367897867,17z?hl=en","restaurant",,"Kompanii 10","false","La Dolce Vita","4.6","https://www.google.com/maps/search/?api=1&query=La%20Dolce%20Vita&query_place_id=ChIJ9VgS4OY260YRU5vPVSpemSk"
